ID,Pred
2018_1104_1112,0.36588808158695496
2018_1104_1113,0.4531956172224196
2018_1104_1116,0.41754090987156617
2018_1104_1120,0.37252773028316627
2018_1104_1137,0.771538370590535
2018_1104_1138,0.6901621602696665
2018_1104_1139,0.4764878135227983
2018_1104_1153,0.34600467675275104
2018_1104_1155,0.3738353619670859
2018_1104_1158,0.7636475197762395
2018_1104_1166,0.4294413919212177
2018_1104_1168,0.8961812108799705
2018_1104_1172,0.6988815189300731
2018_1104_1181,0.2790180921705444
2018_1104_1196,0.388804779885558
2018_1104_1199,0.4638518640029144
2018_1104_1209,0.8268674599681434
2018_1104_1211,0.7719582400005366
2018_1104_1222,0.7969987087361544
2018_1104_1233,0.7991809297088508
2018_1104_1242,0.2668044895310914
2018_1104_1243,0.5133287116020714
2018_1104_1246,0.32598276743039295
2018_1104_1252,0.8254821890243239
2018_1104_1254,0.9750505183687534
2018_1104_1260,0.6070276197580037
2018_1104_1267,0.8084432643905106
2018_1104_1274,0.4006074214093198
2018_1104_1276,0.3614148181424074
2018_1104_1277,0.3180822344267912
2018_1104_1281,0.4974418321841996
2018_1104_1285,0.7925038511865085
2018_1104_1293,0.7396303806231751
2018_1104_1300,0.9722044497336659
2018_1104_1301,0.5463356430900426
2018_1104_1305,0.45613180662589425
2018_1104_1308,0.594750707827411
2018_1104_1314,0.29363106964392177
2018_1104_1326,0.40793355423160105
2018_1104_1328,0.37184525913396604
2018_1104_1335,0.8140721485222038
2018_1104_1344,0.5139444815803946
2018_1104_1345,0.3102316465174597
2018_1104_1347,0.8901883747926537
2018_1104_1348,0.4311614426353129
2018_1104_1355,0.6938390522827291
2018_1104_1361,0.6657384709316064
2018_1104_1371,0.3920761293901439
2018_1104_1372,0.7841201664646358
2018_1104_1382,0.5727719553973458
2018_1104_1393,0.5023608824425849
2018_1104_1395,0.3688738402180364
2018_1104_1397,0.3712101541596635
2018_1104_1400,0.4612523448131056
2018_1104_1401,0.38547485261467496
2018_1104_1403,0.33553806204155434
2018_1104_1411,0.965232320244996
2018_1104_1417,0.4873519319815828
2018_1104_1420,0.8775326248249312
2018_1104_1422,0.749808578925049
2018_1104_1437,0.2566853662694764
2018_1104_1438,0.2810884900534594
2018_1104_1439,0.4981339763200504
2018_1104_1452,0.3415563481573247
2018_1104_1455,0.3722192638669384
2018_1104_1460,0.8000814217530348
2018_1104_1462,0.3095154929601943
2018_1112_1113,0.5773052334553
2018_1112_1116,0.5422230167525139
2018_1112_1120,0.4948751133573688
2018_1112_1137,0.8539430675933053
2018_1112_1138,0.7877941408826389
2018_1112_1139,0.600884153501597
2018_1112_1153,0.46494208986288044
2018_1112_1155,0.4966082192563813
2018_1112_1158,0.8421873599368557
2018_1112_1166,0.5545781891364818
2018_1112_1168,0.934279056635015
2018_1112_1172,0.7974263907646251
2018_1112_1181,0.38863825671445124
2018_1112_1196,0.5122303146698804
2018_1112_1199,0.5887228064737822
2018_1112_1209,0.888931511862177
2018_1112_1211,0.8207279768082362
2018_1112_1222,0.8453078608877689
2018_1112_1233,0.8734401578469557
2018_1112_1242,0.37602778418186655
2018_1112_1243,0.634028613560375
2018_1112_1246,0.44233834491470647
2018_1112_1252,0.8917266010295852
2018_1112_1254,0.9857262609796296
2018_1112_1260,0.7182992661763634
2018_1112_1267,0.8734322619849376
2018_1112_1274,0.5244751297624686
2018_1112_1276,0.482727605728816
2018_1112_1277,0.4353947162083873
2018_1112_1281,0.6204373625121248
2018_1112_1285,0.864045546334691
2018_1112_1293,0.8277650987231014
2018_1112_1300,0.9840409890526571
2018_1112_1301,0.6651329247792006
2018_1112_1305,0.5806202474491539
2018_1112_1308,0.7096095374901384
2018_1112_1314,0.4046579969805772
2018_1112_1326,0.5312816504583064
2018_1112_1328,0.49412407507704953
2018_1112_1335,0.8820573293646341
2018_1112_1344,0.6364817205781057
2018_1112_1345,0.4254585583187742
2018_1112_1347,0.9322670392970931
2018_1112_1348,0.5554571505413983
2018_1112_1355,0.7909327546852489
2018_1112_1361,0.7694161918420803
2018_1112_1371,0.5160117444423576
2018_1112_1372,0.8610783745352475
2018_1112_1382,0.6909140984958485
2018_1112_1393,0.6255202477624748
2018_1112_1395,0.4910086678213738
2018_1112_1397,0.4932510636444424
2018_1112_1400,0.5859105601838073
2018_1112_1401,0.5088504076197119
2018_1112_1403,0.45520280738873053
2018_1112_1411,0.9803060823639083
2018_1112_1417,0.6102069745355426
2018_1112_1420,0.9222433786734884
2018_1112_1422,0.8339077728804277
2018_1112_1437,0.3652604211319809
2018_1112_1438,0.39367927102128597
2018_1112_1439,0.6216255281919647
2018_1112_1452,0.4604541613271049
2018_1112_1455,0.4925341545922602
2018_1112_1460,0.8715008699225735
2018_1112_1462,0.42496984597122844
2018_1113_1116,0.42980582116372
2018_1113_1120,0.3840053863431022
2018_1113_1137,0.7881562346582315
2018_1113_1138,0.7021090114166996
2018_1113_1139,0.4884697076340944
2018_1113_1153,0.35549872785719794
2018_1113_1155,0.38542286423455363
2018_1113_1158,0.7715401201267478
2018_1113_1166,0.4417692484113595
2018_1113_1168,0.8995909276310806
2018_1113_1172,0.7141799800577975
2018_1113_1181,0.28827938926574953
2018_1113_1196,0.40106462292991213
2018_1113_1199,0.47586612562253483
2018_1113_1209,0.8348883557355731
2018_1113_1211,0.7699880813028944
2018_1113_1222,0.7951070678333406
2018_1113_1233,0.8136106898811704
2018_1113_1242,0.2783181386686208
2018_1113_1243,0.5261206762072991
2018_1113_1246,0.3369418477380878
2018_1113_1252,0.8388531851418299
2018_1113_1254,0.9773997402230815
2018_1113_1260,0.6191109249398276
2018_1113_1267,0.8149063486233729
2018_1113_1274,0.4116764299997321
2018_1113_1276,0.37225474508089595
2018_1113_1277,0.3296571248965876
2018_1113_1281,0.5090143565771343
2018_1113_1285,0.8025776926824866
2018_1113_1293,0.7536608320121805
2018_1113_1300,0.9749579743524146
2018_1113_1301,0.5585533653317614
2018_1113_1305,0.4677773492344522
2018_1113_1308,0.6081316431969211
2018_1113_1314,0.3022791525563105
2018_1113_1326,0.4201136938319431
2018_1113_1328,0.38335488289955316
2018_1113_1335,0.8250403027508941
2018_1113_1344,0.5262402966948418
2018_1113_1345,0.319896040204249
2018_1113_1347,0.8967331148906906
2018_1113_1348,0.4423535895316399
2018_1113_1355,0.705073440360781
2018_1113_1361,0.6788392901038736
2018_1113_1371,0.40386078857561564
2018_1113_1372,0.7980364344612915
2018_1113_1382,0.5857406337942648
2018_1113_1393,0.5142303354330123
2018_1113_1395,0.3799520990369908
2018_1113_1397,0.38201178938119684
2018_1113_1400,0.4735685495163605
2018_1113_1401,0.39705944022967143
2018_1113_1403,0.3472489462887654
2018_1113_1411,0.969080728031112
2018_1113_1417,0.4994230840662424
2018_1113_1420,0.8822051143261994
2018_1113_1422,0.7609482020021979
2018_1113_1437,0.26886002163488987
2018_1113_1438,0.29272897097003775
2018_1113_1439,0.5103879279688304
2018_1113_1452,0.35118106739573235
2018_1113_1455,0.3813764658995746
2018_1113_1460,0.8123176481905766
2018_1113_1462,0.3195309214317419
2018_1116_1120,0.44618986132390204
2018_1116_1137,0.8242048363959003
2018_1116_1138,0.7528683404805829
2018_1116_1139,0.5532596964868614
2018_1116_1153,0.41699724050372805
2018_1116_1155,0.4478344257719586
2018_1116_1158,0.8149720783249419
2018_1116_1166,0.5059747765609679
2018_1116_1168,0.9216234841320061
2018_1116_1172,0.7620454081106519
2018_1116_1181,0.3434313653166655
2018_1116_1196,0.4635432203257239
2018_1116_1199,0.5405709107609111
2018_1116_1209,0.8676084456905816
2018_1116_1211,0.8030626029733859
2018_1116_1222,0.8283344456989912
2018_1116_1233,0.8466314162614074
2018_1116_1242,0.33079434367862287
2018_1116_1243,0.5888764248456377
2018_1116_1246,0.39520642767992636
2018_1116_1252,0.8685808636806825
2018_1116_1254,0.9820781856382167
2018_1116_1260,0.6779140322971986
2018_1116_1267,0.8515665995797697
2018_1116_1274,0.4756291086041758
2018_1116_1276,0.43424696773806676
2018_1116_1277,0.3878197699557014
2018_1116_1281,0.5735712063612823
2018_1116_1285,0.8395465542144802
2018_1116_1293,0.7963173501330738
2018_1116_1300,0.979933508234231
2018_1116_1301,0.6209267345450356
2018_1116_1305,0.5322671319204275
2018_1116_1308,0.6671559525505517
2018_1116_1314,0.3590130002518185
2018_1116_1326,0.4830175702125793
2018_1116_1328,0.4455302664796511
2018_1116_1335,0.8582506106058989
2018_1116_1344,0.589968085966303
2018_1116_1345,0.37852590281536946
2018_1116_1347,0.918124533444878
2018_1116_1348,0.5067077863844538
2018_1116_1355,0.7562271597950445
2018_1116_1361,0.7317779666462216
2018_1116_1371,0.4671133543222846
2018_1116_1372,0.8341200147430177
2018_1116_1382,0.6466011686588948
2018_1116_1393,0.5786954907427614
2018_1116_1395,0.44235951110068966
2018_1116_1397,0.44470435680150855
2018_1116_1400,0.5381530354494982
2018_1116_1401,0.4600545238303998
2018_1116_1403,0.40701973577734785
2018_1116_1411,0.9751893976391204
2018_1116_1417,0.5636078462880355
2018_1116_1420,0.907358069212932
2018_1116_1422,0.8042714776919606
2018_1116_1437,0.32029082656169516
2018_1116_1438,0.34740746133506084
2018_1116_1439,0.5745607064153205
2018_1116_1452,0.41249573132541795
2018_1116_1455,0.44432895268573763
2018_1116_1460,0.8469732492318072
2018_1116_1462,0.3779573611998887
2018_1120_1137,0.8673758836769341
2018_1120_1138,0.8090022532255862
2018_1120_1139,0.6320235385609524
2018_1120_1153,0.49755037075500474
2018_1120_1155,0.5294122154885885
2018_1120_1158,0.8594955796670227
2018_1120_1166,0.5868893296530935
2018_1120_1168,0.9423257334480206
2018_1120_1172,0.8166555493760088
2018_1120_1181,0.42006880781301775
2018_1120_1196,0.5447219600216915
2018_1120_1199,0.6200995663122829
2018_1120_1209,0.9011654324342441
2018_1120_1211,0.8350888602847979
2018_1120_1222,0.8592114635423082
2018_1120_1233,0.8854546176443684
2018_1120_1242,0.40638375053143017
2018_1120_1243,0.6639817999956072
2018_1120_1246,0.47430997879916
2018_1120_1252,0.9025300327141652
2018_1120_1254,0.9872791284407685
2018_1120_1260,0.7448909976769789
2018_1120_1267,0.8883351885375242
2018_1120_1274,0.5571476867380137
2018_1120_1276,0.5155841855898322
2018_1120_1277,0.46744238500495944
2018_1120_1281,0.6507888383349238
2018_1120_1285,0.8790072035647253
2018_1120_1293,0.8450803577857504
2018_1120_1300,0.9857716507229529
2018_1120_1301,0.693758539369972
2018_1120_1305,0.6119007098789353
2018_1120_1308,0.7356588435430025
2018_1120_1314,0.4363661545631056
2018_1120_1326,0.5636280223030395
2018_1120_1328,0.5269379797989375
2018_1120_1335,0.894223804720897
2018_1120_1344,0.6661565431364576
2018_1120_1345,0.4579444249130045
2018_1120_1347,0.9401722630399126
2018_1120_1348,0.5872270788651606
2018_1120_1355,0.8121196730877026
2018_1120_1361,0.7911433571367456
2018_1120_1371,0.5487523179934983
2018_1120_1372,0.8750576188734517
2018_1120_1382,0.7175907194005811
2018_1120_1393,0.6556816904066122
2018_1120_1395,0.5238962928535915
2018_1120_1397,0.5261484640202704
2018_1120_1400,0.617499231265256
2018_1120_1401,0.541640245036487
2018_1120_1403,0.48769900190271925
2018_1120_1411,0.9824222061630881
2018_1120_1417,0.6413236507823373
2018_1120_1420,0.9314573671693228
2018_1120_1422,0.851376762027869
2018_1120_1437,0.39527722963168216
2018_1120_1438,0.4247937913261812
2018_1120_1439,0.6518298153270486
2018_1120_1452,0.4933334983020764
2018_1120_1455,0.5250838485345246
2018_1120_1460,0.885193500520043
2018_1120_1462,0.45730917055434217
2018_1137_1138,0.407680161721959
2018_1137_1139,0.21732246377121728
2018_1137_1153,0.13921766399893368
2018_1137_1155,0.15477539587508704
2018_1137_1158,0.4947818234746742
2018_1137_1166,0.18812748843957233
2018_1137_1168,0.720926970661727
2018_1137_1172,0.41858501752422805
2018_1137_1181,0.10568334179796293
2018_1137_1196,0.1654176617489777
2018_1137_1199,0.20811954061643106
2018_1137_1209,0.5921365680311311
2018_1137_1211,0.671451566217945
2018_1137_1222,0.688665013025983
2018_1137_1233,0.5666488499626988
2018_1137_1242,0.10283338369337833
2018_1137_1243,0.249805489253155
2018_1137_1246,0.13108081107382105
2018_1137_1252,0.6056826331980738
2018_1137_1254,0.9273163501797763
2018_1137_1260,0.3224943736970409
2018_1137_1267,0.5608097810216597
2018_1137_1274,0.16853964032409313
2018_1137_1276,0.14787186591583565
2018_1137_1277,0.1261850742306579
2018_1137_1281,0.23233965210479166
2018_1137_1285,0.5393231639484416
2018_1137_1293,0.46863364094130205
2018_1137_1300,0.9194753293860813
2018_1137_1301,0.2709315246309586
2018_1137_1305,0.20227768575241473
2018_1137_1308,0.3090883742119074
2018_1137_1314,0.11200918505891275
2018_1137_1326,0.17820004030253694
2018_1137_1328,0.155043799943362
2018_1137_1335,0.5762135215331798
2018_1137_1344,0.24324991351276598
2018_1137_1345,0.11988631509264684
2018_1137_1347,0.7123731560377179
2018_1137_1348,0.18542987817122691
2018_1137_1355,0.4088118364196861
2018_1137_1361,0.3790260981146755
2018_1137_1371,0.16460853380493407
2018_1137_1372,0.5320251464548829
2018_1137_1382,0.2894525619095384
2018_1137_1393,0.2358834159496547
2018_1137_1395,0.15081230581954125
2018_1137_1397,0.15264063912318732
2018_1137_1400,0.20933538230160562
2018_1137_1401,0.16125977173554956
2018_1137_1403,0.13501184848172182
2018_1137_1411,0.9036979795790361
2018_1137_1417,0.22750029507307173
2018_1137_1420,0.6804885663580318
2018_1137_1422,0.478088349516148
2018_1137_1437,0.09837333349949387
2018_1137_1438,0.10917940100201859
2018_1137_1439,0.232056401426524
2018_1137_1452,0.13521755590812304
2018_1137_1455,0.15020037650918913
2018_1137_1460,0.552421140722869
2018_1137_1462,0.12032938186784219
2018_1138_1139,0.2862833148792786
2018_1138_1153,0.18865054928355715
2018_1138_1155,0.20794956524797498
2018_1138_1158,0.5851556944011712
2018_1138_1166,0.24943950573206863
2018_1138_1168,0.7900421032656675
2018_1138_1172,0.5109670140529021
2018_1138_1181,0.14533870956259318
2018_1138_1196,0.2205368123483967
2018_1138_1199,0.2754365970082545
2018_1138_1209,0.6770580863662565
