ID,Pred
2018_1104_1112,0.3250000058368294
2018_1104_1113,0.3499999937280572
2018_1104_1116,0.34999998617509104
2018_1104_1120,0.37500002835301494
2018_1104_1137,0.7250000136608918
2018_1104_1138,0.6750000034712463
2018_1104_1139,0.42500000702977053
2018_1104_1153,0.32500000434151166
2018_1104_1155,0.35000002256522644
2018_1104_1158,0.7500000082696472
2018_1104_1166,0.3500000005341744
2018_1104_1168,0.8000000150785322
2018_1104_1172,0.7250000487446973
2018_1104_1181,0.2749999885910412
2018_1104_1196,0.4000000227880928
2018_1104_1199,0.37500000449417914
2018_1104_1209,0.775000011815144
2018_1104_1211,0.34999999999987613
2018_1104_1222,0.40000000000008806
2018_1104_1233,0.750000009181724
2018_1104_1242,0.2999999895151282
2018_1104_1243,0.5250000215689217
2018_1104_1246,0.32500004797985127
2018_1104_1252,0.750000009734524
2018_1104_1254,0.9000000069488205
2018_1104_1260,0.6750000413620986
2018_1104_1267,0.7750000390378295
2018_1104_1274,0.35000001710742
2018_1104_1276,0.3250000179804052
2018_1104_1277,0.2750000226510677
2018_1104_1281,0.4750000421998655
2018_1104_1285,0.7750000368449111
2018_1104_1293,0.6750000106254432
2018_1104_1300,0.9000000068579722
2018_1104_1301,0.5500000704860318
2018_1104_1305,0.4000000065304806
2018_1104_1308,0.5500000260733573
2018_1104_1314,0.3000000177594894
2018_1104_1326,0.42500002489499156
2018_1104_1328,0.35000001681455856
2018_1104_1335,0.7750000103312833
2018_1104_1344,0.5250001027016751
2018_1104_1345,0.275000018739219
2018_1104_1347,0.7750000172344252
2018_1104_1348,0.4000000329024
2018_1104_1355,0.6750000079426817
2018_1104_1361,0.6750001008215512
2018_1104_1371,0.4000000192407429
2018_1104_1372,0.725000044435794
2018_1104_1382,0.525000007361283
2018_1104_1393,0.5250000218989965
2018_1104_1395,0.40000003817840657
2018_1104_1397,0.37500002634154933
2018_1104_1400,0.5250000496218703
2018_1104_1401,0.40000003616713403
2018_1104_1403,0.3750000260172457
2018_1104_1411,0.8750000110319134
2018_1104_1417,0.5250000544192848
2018_1104_1420,0.8000000155545701
2018_1104_1422,0.675000015778836
2018_1104_1437,0.2499999831019397
2018_1104_1438,0.27499997584041425
2018_1104_1439,0.5250000295819036
2018_1104_1452,0.35000004950149133
2018_1104_1455,0.3500000520410103
2018_1104_1460,0.775000041338451
2018_1104_1462,0.27500003225092
2018_1112_1113,0.6999999908049969
2018_1112_1116,0.6999999511791251
2018_1112_1120,0.6999991912705372
2018_1112_1137,0.7750000039654408
2018_1112_1138,0.7500000009324488
2018_1112_1139,0.7249999674874447
2018_1112_1153,0.4500057260246709
2018_1112_1155,0.6999998189508764
2018_1112_1158,0.8000000011453232
2018_1112_1166,0.699999980576143
2018_1112_1168,0.8000000036061959
2018_1112_1172,0.7250000725853627
2018_1112_1181,0.37499917974888475
2018_1112_1196,0.7249997010212932
2018_1112_1199,0.699999986100459
2018_1112_1209,0.8000000028947414
2018_1112_1211,0.6999999999998572
2018_1112_1222,0.7249999999998826
2018_1112_1233,0.7750000028598641
2018_1112_1242,0.4250011977388503
2018_1112_1243,0.7749999925483132
2018_1112_1246,0.724995211084088
2018_1112_1252,0.7750000024117415
2018_1112_1254,0.850000002716578
2018_1112_1260,0.7250000397394218
2018_1112_1267,0.8000000087749336
2018_1112_1274,0.6999999072514154
2018_1112_1276,0.6000003312124791
2018_1112_1277,0.42500324729745476
2018_1112_1281,0.7499986502088302
2018_1112_1285,0.8000000088722502
2018_1112_1293,0.7250000044845125
2018_1112_1300,0.850000003050614
2018_1112_1301,0.7749999778142788
2018_1112_1305,0.7249999840148229
2018_1112_1308,0.7749999915988448
2018_1112_1314,0.5250002606766841
2018_1112_1326,0.7499994588668663
2018_1112_1328,0.7249999064038557
2018_1112_1335,0.7750000036456784
2018_1112_1344,0.7499998029537064
2018_1112_1345,0.475000371046389
2018_1112_1347,0.8000000030505937
2018_1112_1348,0.7249998435825308
2018_1112_1355,0.7250000030943394
2018_1112_1361,0.7250000934578633
2018_1112_1371,0.7249999362374926
2018_1112_1372,0.7500000182707449
2018_1112_1382,0.749999997423046
2018_1112_1393,0.7499999882455093
